"ID DEPATAMENTO","DEPARTAMENTO","ID MUNICIPIO","MUNICIPIO","ID LOCALIDAD","LOCALIDAD","AÑO SERVICIO","MES SERVICIO","ENERGÍA ACTIVA","ENERGÍA REACTIVA","POTENCIA MÁXIMA","DÍA DE DEMANDA MÁXIMA","FECHA DE DEMANDA MÁXIMA","PROMEDIO DIARIO EN HORAS"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001007","ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR)","2023","8","59.332","34.624","239,69","sábado","2023 Aug 05 10:15:00 PM","12"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001037","ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR)","2023","8","7.212","2.912","23,84","sábado","2023 Aug 19 11:30:00 PM","13,47"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001017","SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR)","2023","8","5.284","1.708","18,43","jueves","2023 Aug 10 08:30:00 PM","11,35"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150001","REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2023","8","19.409","8.630","103,84","sábado","2023 Aug 26 07:00:00 PM","8,25"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753002","GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","8","13.259","5.056","36,82","miércoles","2023 Aug 09 07:15:00 PM","17,08"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753009","PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","8","4.927","2.037","37,4","miércoles","2023 Aug 16 08:15:00 PM","6,1"
"19","CAUCA","19318","GUAPI","19318008","LIMONES (GUAPI - CAUCA)","2023","8","8.101","3.921","50,33","domingo","2023 Aug 20 07:00:00 PM","8,24"
"19","CAUCA","19318","GUAPI","19318013","SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA)","2023","8","11.007","6.047","57,81","miércoles","2023 Aug 02 07:30:00 PM","8,06"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418033","BOCA GRANDE (LÓPEZ (MICAY) - CAUCA)","2023","8","4.015","732","34,8","martes","2023 Aug 15 07:00:00 PM","5"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418038","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","2023","8","4.899","2.448","28,29","sábado","2023 Aug 05 08:15:00 PM","7,24"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418009","NOANAMITO (LÓPEZ DE MICAY - CAUCA)","2023","8","7.844","2.996","36","domingo","2023 Aug 06 07:30:00 PM","9,57"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418011","DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA)","2023","8","2.404","986","27,46","miércoles","2023 Aug 30 07:30:00 PM","3,37"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418012","SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA)","2023","8","4.772","1.371","47,46","sábado","2023 Aug 05 07:15:00 PM","4,01"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418015","SAN ISIDRO (LÓPEZ DE MICAY - CAUCA)","2023","8","1.063","581","7,42","domingo","2023 Aug 06 07:45:00 PM","5,58"
"19","CAUCA","19809","TIMBIQUÍ","19809014","CHACÓN (TIMBIQUÍ - CAUCA)","2023","8","3.707","1.081","24,48","miércoles","2023 Aug 09 07:00:00 PM","6,18"
"19","CAUCA","19809","TIMBIQUÍ","19809003","COTEJE (TIMBIQUÍ - CAUCA)","2023","8","6.201","4.364","29,92","jueves","2023 Aug 10 07:15:00 PM","7,56"
"19","CAUCA","19809","TIMBIQUÍ","19809023","PUERTO SAIJA (TIMBIQUÍ - CAUCA)","2023","8","38.598","13.508","176,7","miércoles","2023 Aug 30 07:45:00 PM","8,55"
"19","CAUCA","19809","TIMBIQUÍ","19809009","SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA)","2023","8","3.266","1.302","20,06","lunes","2023 Aug 28 07:30:00 PM","6,09"
"27","CHOCÓ","27006","ACANDÍ","27006000","ACANDÍ (ACANDÍ - CHOCÓ)","2023","8","624.583","193.963","1.486,32","viernes","2023 Aug 04 10:00:00 PM","20,09"
"27","CHOCÓ","27025","ALTO BAUDÓ (PIE DE PATO)","27025000","CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ)","2023","8","53.179","17.886","122,94","miércoles","2023 Aug 30 11:45:00 AM","23,54"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075000","CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ)","2023","8","122.195","50.665","1.295,8","miércoles","2023 Aug 02 12:15:00 PM","23,06"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075001","CUPICA (BAHÍA SOLANO - CHOCÓ)","2023","8","56.339","17.183","124,87","lunes","2023 Aug 14 08:00:00 PM","23,59"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075002","EL VALLE (BAHÍA SOLANO - CHOCÓ)","2023","8","190.369","70.576","382,54","miércoles","2023 Aug 30 07:15:00 PM","23,14"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077029","FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","8","378","246","6,3","domingo","2023 Aug 06 07:30:00 PM","2,31"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077026","GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","8","5.965","5.912","33,24","domingo","2023 Aug 13 11:45:00 AM","8,09"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077000","PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","8","251.425","97.889","471,5","miércoles","2023 Aug 02 07:30:00 PM","23,1"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077916","TERRON (BAJO BAUDÓ - CHOCÓ)","2023","8","5.211","2.581","26,07","miércoles","2023 Aug 02 12:45:00 PM","9,04"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099000","BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2023","8","101.643","30.691","243,02","viernes","2023 Aug 04 08:15:00 PM","16,45"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099030","PIEDRA CANDELA (BOJAYÁ - CHOCÓ)","2023","8","7.787","3.445","35,5","martes","2023 Aug 29 04:00:00 PM","9,2"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","27250000","SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ)","2023","8","95.572","52.957","235,22","miércoles","2023 Aug 09 11:45:00 AM","18,25"
"27","CHOCÓ","27372","JURADÓ","27372000","JURADÓ (JURAÓ - CHOCÓ)","2023","8","200.154","70.965","360,32","miércoles","2023 Aug 16 07:15:00 PM","23,43"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425000","BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ)","2023","8","12.708","7.979","56","martes","2023 Aug 29 12:30:00 PM","10,43"
"27","CHOCÓ","27495","NUQUÍ","27495011","PUERTO JAGUA (NUQUÍ - CHOCÓ)","2023","8","923","467","6","sábado","2023 Aug 19 07:00:00 PM","7,09"
"27","CHOCÓ","27495","NUQUÍ","27495003","JURUBIRA (NUQUÍ - CHOCÓ)","2023","8","15.945","7.744","57,36","viernes","2023 Aug 18 07:15:00 PM","12,56"
"27","CHOCÓ","27001","QUIBDÓ","27001029","TAGACHI (QUIBDÓ - CHOCÓ)","2023","8","0","0","0","martes","2023 Aug 01 12:00:00 AM","0"
"27","CHOCÓ","27800","UNGUÍA","27800001","BALBOA (UNGUÍA - CHOCÓ)","2023","8","26.794","9.912","90,45","sábado","2023 Aug 05 07:30:00 PM","12,08"
"27","CHOCÓ","27800","UNGUÍA","27800005","TITUMATE (UNGUÍA - CHOCÓ)","2023","8","16.873","5.751","92,84","viernes","2023 Aug 25 08:00:00 PM","8,18"
"27","CHOCÓ","27800","UNGUÍA","27800000","UNGUÍA (UNGUÍA - CHOCÓ)","2023","8","468.171","158.614","979,44","miércoles","2023 Aug 30 09:00:00 PM","22,22"
"94","GUAINÍA","94343","BARRANCOMINAS","94343000","BARRANCOMINAS (BARRANCOMINAS - GUAINÍA)","2023","8","60.416","16.684","216,83","viernes","2023 Aug 25 06:30:00 PM","15,47"
"94","GUAINÍA","94001","INÍRIDA","94001000","INÍRIDA (INÍRIDA - GUAINÍA)","2023","8","2.119.202","639.007","4.129,84","viernes","2023 Aug 18 02:30:00 PM","24"
"95","GUAVIARE","95200","MIRAFLORES","95200000","MIRAFLORES (MIRAFLORES - GUAVIARE)","2023","8","89.270","28.410","211,64","viernes","2023 Aug 25 01:30:00 PM","18,19"
"44","LA GUAJIRA","44847","URIBIA","44847012","NAZARETH (URIBIA - LA GUAJIRA)","2023","8","53.865","10.924","344,98","jueves","2023 Aug 10 07:00:00 PM","9,35"
"47","MAGDALENA","47189","CIÉNAGA","47189018","PALMOR (CIÉNAGA - MAGDALENA)","2023","8","83.964","29.169","179,71","martes","2023 Aug 15 07:00:00 PM","23,03"
"50","META","50325","MAPIRIPÁN","50325000","MAPIRIPÁN (MAPIRIPÁN - META)","2023","8","180.492","66.783","345,84","miércoles","2023 Aug 23 07:00:00 PM","23,54"
"52","NARIÑO","52250","EL CHARCO","52250016","ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO)","2023","8","0","0","0","martes","2023 Aug 01 12:00:00 AM","0"
"52","NARIÑO","52250","EL CHARCO","52250023","BAZÁN (EL CHARCO - NARIÑO)","2023","8","23.057","8.840","110,4","sábado","2023 Aug 12 07:15:00 PM","8,31"
"52","NARIÑO","52250","EL CHARCO","52250003","BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO)","2023","8","3.190","2.658","27,36","martes","2023 Aug 15 07:30:00 PM","4,35"
"52","NARIÑO","52250","EL CHARCO","52250022","EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO)","2023","8","7.076","3.555","29,96","miércoles","2023 Aug 30 07:15:00 PM","9,07"
"52","NARIÑO","52250","EL CHARCO","52250005","LAS MERCEDES (EL CHARCO - NARIÑO)","2023","8","2.573","1.959","14,24","jueves","2023 Aug 31 07:45:00 PM","7,09"
"52","NARIÑO","52250","EL CHARCO","52250007","SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO)","2023","8","11.974","3.440","80","lunes","2023 Aug 28 09:00:00 PM","8,22"
"52","NARIÑO","52520","FRANCISCO PIZARRO","52520013","SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO)","2023","8","4.234","2.442","25,44","lunes","2023 Aug 21 07:00:00 PM","6,45"
"52","NARIÑO","52390","LA TOLA","52390005","AGUACATAL (LA TOLA - NARIÑO)","2023","8","3.391","993","11,68","sábado","2023 Aug 19 08:00:00 PM","12,33"
"52","NARIÑO","52390","LA TOLA","52390013","AMÁRALES (LA TOLA - NARIÑO)","2023","8","9.507","3.351","47,9","viernes","2023 Aug 18 08:00:00 PM","9,33"
"52","NARIÑO","52390","LA TOLA","52390003","LA VIGÍA DE LA MAR (LA TOLA - NARIÑO)","2023","8","6.544","2.253","35,28","viernes","2023 Aug 18 11:30:00 AM","8,43"
"52","NARIÑO","52390","LA TOLA","52390009","MULATOS (LA TOLA - NARIÑO)","2023","8","5.257","3.388","34,56","martes","2023 Aug 08 06:00:00 PM","7,38"
"52","NARIÑO","52390","LA TOLA","52390016","SAN PABLO DEL MAR (LA TOLA - NARIÑO)","2023","8","4.041","1.563","16,45","jueves","2023 Aug 17 06:45:00 PM","10,05"
"52","NARIÑO","52427","MAGÜÍ","52427013","LA LOMA (MAGÜÍ - NARIÑO)","2023","8","976","607","6,97","martes","2023 Aug 01 07:15:00 PM","5,41"
"52","NARIÑO","52490","OLAYA HERRERA","52490913","BOCA DE PRIETA (OLAYA HERRERA - NARIÑO)","2023","8","2.691","784","16,13","viernes","2023 Aug 04 06:30:00 PM","6,17"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835055","BOCAS DE CURAY (TUMACO - NARIÑO)","2023","8","7.895","2.711","52,8","miércoles","2023 Aug 09 07:15:00 PM","6,33"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835217","SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO)","2023","8","22.285","8.667","118,4","jueves","2023 Aug 10 07:00:00 PM","8,45"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696014","LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2023","8","3.563","6.345","23,01","viernes","2023 Aug 25 07:15:00 PM","6,13"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696022","SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2023","8","2.848","1.870","14,09","martes","2023 Aug 29 05:45:00 PM","8,32"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573000","PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO)","2023","8","724.411","246.403","1.435,54","jueves","2023 Aug 31 11:30:00 AM","23,48"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109069","PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA)","2023","8","9.476","811","40,46","domingo","2023 Aug 20 06:45:00 PM","9,15"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109028","PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA)","2023","8","97.305","36.072","223,52","lunes","2023 Aug 21 06:00:00 PM","20,47"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109032","SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA)","2023","8","6.704","3.015","32,51","viernes","2023 Aug 18 12:15:00 PM","8,1"
"97","VAUPÉS","97161","CARURÚ","97161000","CARURÚ (CARURÚ - VAUPÉS)","2023","8","26.153","10.645","98,47","jueves","2023 Aug 31 06:00:00 PM","12,14"
"97","VAUPÉS","97001","MITÚ","97001000","MITÚ (MITÚ - VAUPÉS)","2023","8","1.467.829","390.499","2.911,7","miércoles","2023 Aug 23 11:45:00 AM","23,5"
"97","VAUPÉS","97666","TARAIRA","97666000","TARAIRA (TARAIRA - VAUPÉS)","2023","8","36.864","11.207","134,38","jueves","2023 Aug 10 12:45:00 PM","11,19"
"99","VICHADA","99773","CUMARIBO","99773000","CUMARIBO (CUMARIBO - VICHADA)","2023","8","347.125","135.511","710,6","jueves","2023 Aug 31 03:00:00 PM","23,41"
"99","VICHADA","99001","PUERTO CARREÑO","99001000","PUERTO CARREÑO (PUERTO CARREÑO - VICHADA)","2023","8","2.545.390","801.372","4.807,44","viernes","2023 Aug 18 02:30:00 PM","23,57"
"91","AMAZONAS","91001","LETICIA","91001000","LETICIA (LETICIA - AMAZONAS)","2023","9","4.243.039","1.148.150","8.592,46","jueves","2023 Sep 07 03:00:00 PM","24"
"91","AMAZONAS","91798","TARAPACÁ (ANM)","91798000","TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS)","2023","9","30.097","13.757","126,71","miércoles","2023 Sep 06 03:15:00 PM","10,15"
"5","ANTIOQUIA","5873","VIGÍA DEL FUERTE","5873002","VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA)","2023","9","5.685","837","56,26","jueves","2023 Sep 07 09:00:00 PM","6,18"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88564","PROVIDENCIA","88564000","PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2023","9","1.267.626","271.351","2.213,59","martes","2023 Sep 26 02:15:00 PM","24"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88001","SAN ANDRÉS","88001000","SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2023","9","19.325.897","5.043.518","33.355,95","viernes","2023 Sep 01 03:30:00 PM","24"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001007","ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR)","2023","9","73.290","40.608","226,64","viernes","2023 Sep 29 10:15:00 PM","16,07"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001037","ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR)","2023","9","5.539","2.199","22,37","viernes","2023 Sep 08 10:15:00 PM","10,32"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001017","SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR)","2023","9","9.602","3.063","53,73","jueves","2023 Sep 28 10:00:00 PM","11,03"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150001","REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2023","9","19.377","8.471","101,43","sábado","2023 Sep 09 07:30:00 PM","8,15"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753002","GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","9","7.487","2.719","36,58","martes","2023 Sep 12 08:15:00 PM","11,08"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753009","PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","9","4.945","2.037","37,28","miércoles","2023 Sep 13 06:45:00 PM","6,21"
"19","CAUCA","19318","GUAPI","19318008","LIMONES (GUAPI - CAUCA)","2023","9","8.078","3.861","41,24","viernes","2023 Sep 01 08:00:00 PM","8,52"
"19","CAUCA","19318","GUAPI","19318013","SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA)","2023","9","10.067","5.540","57,09","domingo","2023 Sep 10 07:30:00 PM","7,47"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418033","BOCA GRANDE (LÓPEZ (MICAY) - CAUCA)","2023","9","1.623","302","33,84","miércoles","2023 Sep 13 07:30:00 PM","3,04"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418038","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","2023","9","1.863","950","28,42","lunes","2023 Sep 11 06:00:00 PM","5,48"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418009","NOANAMITO (LÓPEZ DE MICAY - CAUCA)","2023","9","3.588","1.366","36","sábado","2023 Sep 02 07:15:00 PM","6,02"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418012","SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA)","2023","9","4.374","1.225","46,85","viernes","2023 Sep 08 07:15:00 PM","3,52"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418015","SAN ISIDRO (LÓPEZ DE MICAY - CAUCA)","2023","9","464","261","7,36","jueves","2023 Sep 30 06:30:00 PM","5,13"
"19","CAUCA","19809","TIMBIQUÍ","19809014","CHACÓN (TIMBIQUÍ - CAUCA)","2023","9","3.824","1.089","24,16","martes","2023 Sep 05 06:15:00 PM","7,01"
"19","CAUCA","19809","TIMBIQUÍ","19809003","COTEJE (TIMBIQUÍ - CAUCA)","2023","9","6.311","4.448","30,72","martes","2023 Sep 12 07:15:00 PM","8,16"
"19","CAUCA","19809","TIMBIQUÍ","19809023","PUERTO SAIJA (TIMBIQUÍ - CAUCA)","2023","9","34.702","11.795","188,32","sábado","2023 Sep 09 08:00:00 PM","7,38"
"19","CAUCA","19809","TIMBIQUÍ","19809009","SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA)","2023","9","4.668","1.823","20,21","jueves","2023 Sep 28 07:15:00 PM","9,01"
"27","CHOCÓ","27006","ACANDÍ","27006000","ACANDÍ (ACANDÍ - CHOCÓ)","2023","9","711.384","218.142","1.549,5","miércoles","2023 Sep 06 09:30:00 PM","19,56"
"27","CHOCÓ","27025","ALTO BAUDÓ (PIE DE PATO)","27025000","CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ)","2023","9","52.092","17.610","123,11","martes","2023 Sep 19 12:00:00 PM","23,36"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075000","CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ)","2023","9","469.697","187.068","1.258,84","miércoles","2023 Sep 06 11:00:00 AM","18,36"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075001","CUPICA (BAHÍA SOLANO - CHOCÓ)","2023","9","53.501","17.298","133,69","miércoles","2023 Sep 06 07:30:00 PM","23,56"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075002","EL VALLE (BAHÍA SOLANO - CHOCÓ)","2023","9","176.881","68.700","374,09","miércoles","2023 Sep 06 07:15:00 PM","22,5"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077029","FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","9","891","361","5,99","lunes","2023 Sep 18 08:15:00 PM","6,24"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077026","GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","9","5.951","3.174","34,25","miércoles","2023 Sep 27 06:45:00 PM","8,37"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077000","PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","9","217.962","87.272","483,12","domingo","2023 Sep 24 07:00:00 PM","21,11"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077916","TERRON (BAJO BAUDÓ - CHOCÓ)","2023","9","5.577","2.430","24,46","sábado","2023 Sep 30 12:15:00 PM","10,33"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099000","BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2023","9","99.956","33.966","242,05","martes","2023 Sep 19 07:15:00 PM","17,02"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099030","PIEDRA CANDELA (BOJAYÁ - CHOCÓ)","2023","9","7.157","3.199","37,05","sábado","2023 Sep 16 02:00:00 PM","9,17"
"27","CHOCÓ","27372","JURADÓ","27372000","JURADÓ (JURAÓ - CHOCÓ)","2023","9","186.721","66.774","355,68","sábado","2023 Sep 16 07:30:00 PM","23,25"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425000","BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ)","2023","9","13.876","9.065","56","viernes","2023 Sep 08 12:00:00 PM","11,55"
"27","CHOCÓ","27495","NUQUÍ","27495011","PUERTO JAGUA (NUQUÍ - CHOCÓ)","2023","9","301","142","5,57","sábado","2023 Sep 09 08:15:00 PM","7,11"
"27","CHOCÓ","27495","NUQUÍ","27495003","JURUBIRA (NUQUÍ - CHOCÓ)","2023","9","0","0","0","viernes","2023 Sep 01 12:00:00 AM","0"
"27","CHOCÓ","27001","QUIBDÓ","27001029","TAGACHI (QUIBDÓ - CHOCÓ)","2023","9","609","218","40,99","viernes","2023 Sep 29 08:30:00 PM","0,37"
"27","CHOCÓ","27800","UNGUÍA","27800001","BALBOA (UNGUÍA - CHOCÓ)","2023","9","26.277","9.834","88,63","jueves","2023 Sep 14 09:00:00 PM","12,05"
"27","CHOCÓ","27800","UNGUÍA","27800005","TITUMATE (UNGUÍA - CHOCÓ)","2023","9","15.488","3.777","93,28","viernes","2023 Sep 01 08:15:00 PM","7,46"
"27","CHOCÓ","27800","UNGUÍA","27800000","UNGUÍA (UNGUÍA - CHOCÓ)","2023","9","459.409","153.081","1.007,95","sábado","2023 Sep 30 07:45:00 PM","21,57"
"94","GUAINÍA","94343","BARRANCOMINAS","94343000","BARRANCOMINAS (BARRANCOMINAS - GUAINÍA)","2023","9","69.541","20.238","213,17","viernes","2023 Sep 01 02:00:00 PM","15,58"
"94","GUAINÍA","94001","INÍRIDA","94001000","INÍRIDA (INÍRIDA - GUAINÍA)","2023","9","2.188.460","666.831","4.387,68","viernes","2023 Sep 29 02:45:00 PM","24"
"95","GUAVIARE","95200","MIRAFLORES","95200000","MIRAFLORES (MIRAFLORES - GUAVIARE)","2023","9","90.236","31.623","221,32","miércoles","2023 Sep 06 06:30:00 PM","18,23"
"44","LA GUAJIRA","44847","URIBIA","44847012","NAZARETH (URIBIA - LA GUAJIRA)","2023","9","46.427","10.572","260,64","miércoles","2023 Sep 27 06:30:00 PM","9,22"
"47","MAGDALENA","47189","CIÉNAGA","47189018","PALMOR (CIÉNAGA - MAGDALENA)","2023","9","91.551","32.765","179,58","sábado","2023 Sep 23 06:15:00 PM","23,12"
"50","META","50325","MAPIRIPÁN","50325000","MAPIRIPÁN (MAPIRIPÁN - META)","2023","9","176.417","67.186","372,24","viernes","2023 Sep 08 06:45:00 PM","23,3"
"52","NARIÑO","52250","EL CHARCO","52250023","BAZÁN (EL CHARCO - NARIÑO)","2023","9","3.671","1.478","105,6","viernes","2023 Sep 01 07:45:00 PM","4,31"
"52","NARIÑO","52250","EL CHARCO","52250003","BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO)","2023","9","2.463","2.059","28,54","miércoles","2023 Sep 13 06:45:00 PM","4,2"
"52","NARIÑO","52250","EL CHARCO","52250022","EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO)","2023","9","4.847","2.274","30,8","sábado","2023 Sep 16 06:45:00 PM","7,31"
"52","NARIÑO","52250","EL CHARCO","52250005","LAS MERCEDES (EL CHARCO - NARIÑO)","2023","9","2.047","1.154","16,38","jueves","2023 Sep 07 07:45:00 PM","5,53"
"52","NARIÑO","52250","EL CHARCO","52250007","SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO)","2023","9","13.058","3.290","56","viernes","2023 Sep 01 04:15:00 PM","9,26"
"52","NARIÑO","52520","FRANCISCO PIZARRO","52520013","SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO)","2023","9","4.796","2.767","25,66","sábado","2023 Sep 30 07:00:00 PM","8,04"
"52","NARIÑO","52390","LA TOLA","52390005","AGUACATAL (LA TOLA - NARIÑO)","2023","9","2.178","556","12,48","viernes","2023 Sep 22 07:15:00 PM","8,26"
"52","NARIÑO","52390","LA TOLA","52390013","AMÁRALES (LA TOLA - NARIÑO)","2023","9","7.913","2.527","55,62","jueves","2023 Sep 14 07:15:00 PM","7,17"
"52","NARIÑO","52390","LA TOLA","52390003","LA VIGÍA DE LA MAR (LA TOLA - NARIÑO)","2023","9","7.456","2.618","39,12","jueves","2023 Sep 21 11:30:00 AM","10,28"
"52","NARIÑO","52390","LA TOLA","52390009","MULATOS (LA TOLA - NARIÑO)","2023","9","4.873","3.594","30,72","domingo","2023 Sep 10 07:45:00 PM","7,46"
"52","NARIÑO","52427","MAGÜÍ","52427013","LA LOMA (MAGÜÍ - NARIÑO)","2023","9","411","259","6,26","miércoles","2023 Sep 06 08:00:00 PM","2,38"
"52","NARIÑO","52490","OLAYA HERRERA","52490913","BOCA DE PRIETA (OLAYA HERRERA - NARIÑO)","2023","9","2.264","645","17,16","domingo","2023 Sep 24 06:45:00 PM","5,3"
"52","NARIÑO","52621","ROBERTO PAYAN","52621912","TAMAJE (ROBERTO PAYAN - NARIÑO)","2023","9","0","0","0","viernes","2023 Sep 01 12:00:00 AM","0"
