Date (yyyy-mm-dd),Max_temperature (°C),Min_temperature (°C),Rain (mm),Wind (km/h),Description,City
2019-05-21,21,12,25.7,4,Lluvias fuertes o moderadas,Medellín
2024-05-22,22,11,32.1,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-05-22,22,16,14.9,4,Ligeras precipitaciones,Medellín
2022-05-22,24,9,5.4,4,Niebla moderada,Medellín
2021-05-22,23,13,34.9,4,Lluvias fuertes o moderadas,Medellín
2020-05-22,25,11,16.0,4,Lluvias fuertes o moderadas,Medellín
2019-05-22,21,12,31.4,4,Lluvias torrenciales,Medellín
2024-05-23,22,12,19.9,4,Lluvias fuertes o moderadas,Medellín
2023-05-23,23,15,21.5,4,Lluvias fuertes o moderadas,Medellín
2022-05-23,22,9,7.1,3,Ligeras precipitaciones,Medellín
2021-05-23,22,15,34.7,4,Ligeras precipitaciones,Medellín
2020-05-23,26,11,13.7,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-05-23,18,13,43.7,3,Lluvias torrenciales,Medellín
2024-05-24,22,12,28.0,2,Ligeras precipitaciones,Medellín
2023-05-24,23,11,55.6,3,Ligeras precipitaciones,Medellín
2022-05-24,23,10,3.6,3,Ligeras precipitaciones,Medellín
2021-05-24,24,11,12.6,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-05-24,27,15,10.5,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-05-24,22,12,25.0,2,Lluvias torrenciales,Medellín
2024-05-25,22,11,20.1,4,Ligeras precipitaciones,Medellín
2023-05-25,21,10,24.9,2,Lluvias fuertes o moderadas,Medellín
2022-05-25,21,13,5.9,4,Ligeras precipitaciones,Medellín
2021-05-25,25,13,11.9,5,Ligeras precipitaciones,Medellín
2020-05-25,25,14,19.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-05-25,19,12,33.2,2,Lluvias torrenciales,Medellín
2024-05-26,25,11,12.2,5,Ligeras precipitaciones,Medellín
2023-05-26,20,15,78.8,3,Ligeras precipitaciones,Medellín
2022-05-26,21,10,2.3,4,Ligeras precipitaciones,Medellín
2021-05-26,22,13,33.4,4,Lluvias fuertes o moderadas,Medellín
2020-05-26,25,13,20.7,4,Lluvias fuertes o moderadas,Medellín
2019-05-26,22,12,11.0,4,Ligeras precipitaciones,Medellín
2024-05-27,22,11,18.8,4,Ligeras precipitaciones,Medellín
2023-05-27,24,15,51.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-05-27,22,10,3.2,5,Ligeras precipitaciones,Medellín
2021-05-27,23,14,22.3,4,Lluvias fuertes o moderadas,Medellín
2020-05-27,25,13,20.8,4,Lluvias fuertes o moderadas,Medellín
2019-05-27,20,13,28.8,2,Lluvias fuertes o moderadas,Medellín
2024-05-28,21,11,10.8,3,Ligeras precipitaciones,Medellín
2023-05-28,18,10,38.6,3,Ligeras precipitaciones,Medellín
2022-05-28,22,9,2.1,4,Ligeras precipitaciones,Medellín
2021-05-28,21,11,29.2,2,Fuertes lluvias,Medellín
2020-05-28,21,11,25.8,3,Lluvias fuertes o moderadas,Medellín
2019-05-28,20,12,12.8,2,Lluvias fuertes o moderadas,Medellín
2024-05-29,21,11,28.6,4,Ligeras precipitaciones,Medellín
2023-05-29,24,11,33.1,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-05-29,23,10,3.1,5,Ligeras precipitaciones,Medellín
2021-05-29,22,12,41.3,2,Ligeras precipitaciones,Medellín
2020-05-29,23,12,29.3,2,Lluvias fuertes o moderadas,Medellín
2019-05-29,20,12,33.7,5,Lluvias torrenciales,Medellín
2024-05-30,23,11,17.7,4,Ligeras precipitaciones,Medellín
2023-05-30,22,10,16.0,4,Ligeras precipitaciones,Medellín
2022-05-30,21,10,4.0,4,Ligeras precipitaciones,Medellín
2021-05-30,22,12,23.9,4,Lluvias fuertes o moderadas,Medellín
2020-05-30,23,12,30.1,2,Lluvias fuertes o moderadas,Medellín
2019-05-30,18,13,30.1,3,Lluvias torrenciales,Medellín
2024-05-31,24,15,11.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-05-31,23,10,24.8,5,Lluvias fuertes o moderadas,Medellín
2022-05-31,22,9,2.8,2,Ligeras precipitaciones,Medellín
2021-05-31,21,12,33.6,4,Lluvias fuertes o moderadas,Medellín
2020-05-31,22,12,53.4,2,Lluvias fuertes o moderadas,Medellín
2019-05-31,20,12,24.2,3,Lluvias fuertes o moderadas,Medellín
2024-06-11,22,14,15.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-06-11,23,10,17.0,6,Lluvias fuertes o moderadas,Medellín
2022-06-11,23,10,7.6,4,Ligeras precipitaciones,Medellín
2021-06-11,23,11,22.2,2,Lluvias fuertes o moderadas,Medellín
2020-06-11,22,14,40.4,2,Lluvias fuertes o moderadas,Medellín
2019-06-11,23,12,9.7,6,Lluvia moderada,Medellín
2024-06-12,24,14,9.2,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-06-12,27,10,10.0,5,Ligeras precipitaciones,Medellín
2022-06-12,22,10,5.1,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-06-12,17,10,23.2,3,Lluvia moderada,Medellín
2020-06-12,22,10,60.7,3,Lluvias fuertes o moderadas,Medellín
2019-06-12,22,12,17.3,6,Lluvias fuertes o moderadas,Medellín
2024-06-13,24,10,12.4,4,Ligeras precipitaciones,Medellín
2023-06-13,23,10,7.9,6,Ligeras lluvias,Medellín
2022-06-13,20,9,2.5,4,Ligeras precipitaciones,Medellín
2021-06-13,22,9,12.6,4,Lluvias fuertes o moderadas,Medellín
2020-06-13,23,13,53.5,4,Lluvias fuertes o moderadas,Medellín
2019-06-13,23,15,21.7,7,Lluvias fuertes o moderadas,Medellín
2024-06-14,20,10,9.5,4,Ligeras precipitaciones,Medellín
2023-06-14,25,10,7.9,6,Lluvia moderada a intervalos,Medellín
2022-06-14,21,10,5.4,3,Ligeras precipitaciones,Medellín
2021-06-14,21,10,16.6,4,Lluvias fuertes o moderadas,Medellín
2020-06-14,24,12,47.4,4,Lluvias fuertes o moderadas,Medellín
2019-06-14,21,12,23.1,4,Lluvias torrenciales,Medellín
2024-06-15,19,10,9.3,5,Ligeras precipitaciones,Medellín
2023-06-15,25,10,3.6,6,Lluvia moderada a intervalos,Medellín
2022-06-15,23,8,3.5,4,Ligeras precipitaciones,Medellín
2021-06-15,20,11,29.0,4,Ligeras precipitaciones,Medellín
2020-06-15,26,12,8.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-06-15,26,9,13.4,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-06-16,19,11,5.3,4,Ligeras precipitaciones,Medellín
2023-06-16,29,9,2.6,5,Lluvia moderada a intervalos,Medellín
2022-06-16,22,9,2.9,4,Niebla moderada,Medellín
2021-06-16,19,10,30.7,4,Ligeras precipitaciones,Medellín
2020-06-16,25,11,13.7,4,Lluvias fuertes o moderadas,Medellín
2019-06-16,25,9,13.3,6,Lluvias fuertes o moderadas,Medellín
2024-06-17,26,9,4.7,5,Lluvia moderada a intervalos,Medellín
2023-06-17,23,9,8.6,5,Lluvia moderada a intervalos,Medellín
2022-06-17,20,9,3.1,2,Ligeras precipitaciones,Medellín
2021-06-17,24,12,6.1,5,Niebla moderada,Medellín
2020-06-17,24,13,25.0,4,Lluvias fuertes o moderadas,Medellín
2019-06-17,27,10,1.4,9,Lluvia moderada a intervalos,Medellín
2024-06-18,20,10,5.5,4,Ligeras precipitaciones,Medellín
2023-06-18,29,9,0.0,8,Neblina,Medellín
2022-06-18,21,9,6.2,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-06-18,25,14,2.9,5,Niebla moderada,Medellín
2020-06-18,23,16,30.6,4,Lluvias fuertes o moderadas,Medellín
2019-06-18,28,10,2.1,7,Lluvia moderada a intervalos,Medellín
2024-06-19,22,9,12.8,4,Ligeras precipitaciones,Medellín
2022-06-19,22,10,10.9,2,Ligeras precipitaciones,Medellín
2021-06-19,25,13,5.7,5,Lluvia moderada a intervalos,Medellín
2020-06-19,23,15,35.8,3,Lluvias fuertes o moderadas,Medellín
2019-06-19,27,10,3.2,8,Lluvia moderada a intervalos,Medellín
2024-06-20,22,11,21.0,2,Ligeras precipitaciones,Medellín
2022-06-20,17,10,4.5,3,Ligeras precipitaciones,Medellín
2021-06-20,21,12,16.9,5,Lluvias fuertes o moderadas,Medellín
2020-06-20,25,12,22.8,5,Lluvias fuertes o moderadas,Medellín
2019-06-20,27,14,0.9,10,Lluvia moderada a intervalos,Medellín
2024-06-21,22,10,12.7,4,Ligeras precipitaciones,Medellín
2023-06-21,31,12,0.9,6,Lluvia moderada a intervalos,Medellín
2022-06-21,22,9,7.8,4,Ligeras precipitaciones,Medellín
2021-06-21,25,14,6.8,4,Periodos de lluvia moderada,Medellín
2020-06-21,24,12,21.5,5,Lluvias fuertes o moderadas,Medellín
2019-06-21,27,13,3.2,10,Ligeras precipitaciones,Medellín
2024-06-22,21,10,14.1,3,Ligeras precipitaciones,Medellín
2023-06-22,29,10,9.0,6,Periodos de lluvia moderada,Medellín
2022-06-22,23,10,1.4,5,Niebla moderada,Medellín
2021-06-22,23,14,11.4,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-06-22,24,13,18.1,5,Lluvias fuertes o moderadas,Medellín
2019-06-22,27,9,3.8,7,Ligeras precipitaciones,Medellín
2024-06-23,21,15,26.5,4,Ligeras precipitaciones,Medellín
2023-06-23,22,10,39.0,4,Ligeras precipitaciones,Medellín
2022-06-23,22,9,4.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-06-23,23,14,10.8,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-06-23,25,13,13.3,5,Lluvias fuertes o moderadas,Medellín
2019-06-23,27,10,4.6,7,Ligeras precipitaciones,Medellín
2024-06-24,22,14,25.3,5,Ligeras precipitaciones,Medellín
2023-06-24,20,10,18.1,3,Ligeras precipitaciones,Medellín
2022-06-24,21,10,3.1,5,Ligeras precipitaciones,Medellín
2021-06-24,22,15,21.8,4,Lluvias fuertes o moderadas,Medellín
2020-06-24,22,11,23.0,4,Lluvias fuertes o moderadas,Medellín
2019-06-24,23,11,18.3,4,Lluvias fuertes o moderadas,Medellín
2024-06-25,21,12,26.3,4,Ligeras precipitaciones,Medellín
2023-06-25,23,10,18.8,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-06-25,22,10,6.9,4,Ligeras precipitaciones,Medellín
2021-06-25,21,13,20.0,4,Lluvias fuertes o moderadas,Medellín
2020-06-25,26,10,6.9,5,Lluvia moderada a intervalos,Medellín
2019-06-25,24,13,18.0,5,Lluvias fuertes o moderadas,Medellín
2024-06-26,23,9,19.1,3,Ligeras precipitaciones,Medellín
2023-06-26,22,10,17.8,4,Ligeras precipitaciones,Medellín
2022-06-26,20,9,6.0,4,Ligeras precipitaciones,Medellín
2021-06-26,20,12,31.5,3,Lluvias fuertes o moderadas,Medellín
2020-06-26,24,11,30.4,4,Lluvias fuertes o moderadas,Medellín
2019-06-26,27,10,3.3,7,Lluvia moderada a intervalos,Medellín
2024-06-27,22,10,16.5,3,Ligeras precipitaciones,Medellín
2023-06-27,25,9,13.9,5,Ligeras precipitaciones,Medellín
2022-06-27,21,9,4.9,4,Ligeras precipitaciones,Medellín
2021-06-27,21,10,20.7,4,Lluvias fuertes o moderadas,Medellín
2020-06-27,24,12,22.3,3,Lluvias fuertes o moderadas,Medellín
2019-06-27,27,9,4.6,6,Lluvia moderada a intervalos,Medellín
2024-06-28,18,10,18.5,3,Ligeras precipitaciones,Medellín
2023-06-28,24,9,2.5,5,Niebla moderada,Medellín
2022-06-28,22,9,4.3,5,Niebla moderada,Medellín
2021-06-28,21,11,18.0,4,Lluvias fuertes o moderadas,Medellín
2020-06-28,22,11,65.1,2,Lluvias fuertes o moderadas,Medellín
2019-06-28,25,9,4.0,10,Ligeras precipitaciones,Medellín
2024-06-29,22,10,10.2,4,Ligeras precipitaciones,Medellín
2023-06-29,27,10,15.9,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-06-29,22,9,11.9,5,Ligeras precipitaciones,Medellín
2021-06-29,23,13,11.5,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-06-29,21,11,59.4,4,Lluvias fuertes o moderadas,Medellín
2019-06-29,25,9,5.0,10,Lluvias fuertes o moderadas,Medellín
2024-06-30,26,9,12.8,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-06-30,29,10,2.6,6,Lluvia moderada a intervalos,Medellín
2022-06-30,24,9,4.5,4,Ligeras precipitaciones,Medellín
2021-06-30,24,13,8.1,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-06-30,23,11,26.3,3,Lluvias fuertes o moderadas,Medellín
2019-06-30,26,8,9.3,6,Lluvias fuertes o moderadas,Medellín
2024-07-11,22,10,8.8,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-07-11,22,9,12.5,5,Lluvia moderada a intervalos,Medellín
2022-07-11,17,10,2.1,2,Ligeras precipitaciones,Medellín
2021-07-11,20,11,15.8,5,Lluvias fuertes o moderadas,Medellín
2020-07-11,24,13,19.6,3,Lluvias fuertes o moderadas,Medellín
2019-07-11,25,8,10.2,5,Lluvias fuertes o moderadas,Medellín
2024-07-12,24,10,7.5,6,Niebla moderada,Medellín
2023-07-12,25,9,11.4,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-07-12,22,10,4.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-07-12,20,10,7.6,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-07-12,21,13,59.5,3,Lluvias fuertes o moderadas,Medellín
2019-07-12,23,9,19.6,4,Lluvias torrenciales,Medellín
2024-07-13,22,8,4.4,5,Llovizna a intervalos,Medellín
2023-07-13,22,11,22.6,4,Ligeras precipitaciones,Medellín
2022-07-13,22,10,7.5,4,Ligeras precipitaciones,Medellín
2021-07-13,24,14,11.4,5,Ligeras lluvias,Medellín
2020-07-13,22,14,35.1,5,Lluvias fuertes o moderadas,Medellín
2019-07-13,23,11,33.9,4,Lluvias fuertes o moderadas,Medellín
2024-07-14,27,9,0.3,7,Lluvia moderada a intervalos,Medellín
2023-07-14,25,9,19.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-07-14,21,10,4.0,4,Ligeras precipitaciones,Medellín
2021-07-14,21,14,13.9,5,Lluvias fuertes o moderadas,Medellín
2020-07-14,22,15,23.2,4,Lluvias fuertes o moderadas,Medellín
2019-07-14,23,14,16.6,6,Lluvias fuertes o moderadas,Medellín
2023-07-15,23,10,20.6,5,Lluvias fuertes o moderadas,Medellín
2022-07-15,21,9,2.4,3,Ligeras precipitaciones,Medellín
2021-07-15,23,12,17.2,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-07-15,25,15,11.0,4,Llovizna a intervalos,Medellín
2019-07-15,22,12,20.9,2,Lluvias fuertes o moderadas,Medellín
2024-07-16,27,10,2.1,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-07-16,26,10,13.9,5,Ligeras precipitaciones,Medellín
2022-07-16,23,9,5.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-07-16,24,13,9.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-07-16,24,15,13.1,3,Lluvias fuertes o moderadas,Medellín
2019-07-16,25,11,15.5,6,Lluvias fuertes o moderadas,Medellín
2024-07-17,26,10,3.5,4,Lluvia moderada a intervalos,Medellín
2023-07-17,23,9,37.2,5,Lluvias fuertes o moderadas,Medellín
2022-07-17,24,9,2.0,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-07-17,20,12,16.1,4,Lluvias fuertes o moderadas,Medellín
2020-07-17,25,16,16.3,5,Lluvias fuertes o moderadas,Medellín
2019-07-17,28,14,3.0,6,Lluvia moderada a intervalos,Medellín
2024-07-18,25,9,3.5,6,Lluvia moderada a intervalos,Medellín
2023-07-18,28,9,3.7,9,Periodos de lluvia moderada,Medellín
2022-07-18,29,9,0.1,8,Neblina,Medellín
2021-07-18,24,13,14.4,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-07-18,26,16,8.9,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-07-18,27,13,1.8,7,Lluvia moderada a intervalos,Medellín
2024-07-19,24,9,4.8,5,Lluvia moderada a intervalos,Medellín
2023-07-19,31,9,0.0,9,Neblina,Medellín
2022-07-19,29,8,0.1,7,Neblina,Medellín
2021-07-19,26,13,1.6,9,Lluvia moderada a intervalos,Medellín
2020-07-19,26,16,16.0,5,Lluvias ligeras a intervalos,Medellín
2019-07-19,27,13,2.8,9,Lluvia moderada a intervalos,Medellín
2024-07-20,27,9,0.2,8,Niebla moderada,Medellín
2023-07-20,31,10,0.0,10,Despejado,Medellín
2022-07-20,23,10,4.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-07-20,26,12,0.0,7,Parcialmente nublado,Medellín
2020-07-20,23,11,19.9,3,Lluvias fuertes o moderadas,Medellín
2019-07-20,27,10,1.5,9,Lluvia moderada a intervalos,Medellín
2024-07-21,24,9,6.9,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-07-21,30,10,0.2,6,Despejado,Medellín
2022-07-21,25,9,1.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-07-21,26,10,0.1,8,Parcialmente nublado,Medellín
2020-07-21,23,11,27.7,3,Lluvias fuertes o moderadas,Medellín
2019-07-21,28,10,4.8,7,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-07-22,24,9,5.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-07-22,24,11,6.2,5,Ligeras precipitaciones,Medellín
2021-07-22,25,11,1.3,8,Lluvia moderada a intervalos,Medellín
2020-07-22,21,11,43.3,1,Lluvias fuertes o moderadas,Medellín
2019-07-22,24,10,19.8,4,Lluvias fuertes o moderadas,Medellín
2024-07-23,27,9,0.1,7,Lluvia moderada a intervalos,Medellín
2023-07-23,31,10,0.6,9,Neblina,Medellín
2021-07-23,25,11,1.5,8,Lluvia moderada a intervalos,Medellín
2020-07-23,23,11,32.9,1,Lluvias fuertes o moderadas,Medellín
2019-07-23,23,10,31.4,4,Lluvias fuertes o moderadas,Medellín
2024-07-24,28,9,0.5,7,Lluvia moderada a intervalos,Medellín
2023-07-24,30,9,7.0,7,Periodos de lluvia moderada,Medellín
2021-07-24,25,10,3.9,4,Lluvia moderada a intervalos,Medellín
2020-07-24,22,11,32.4,2,Lluvias fuertes o moderadas,Medellín
2019-07-24,24,9,26.5,4,Lluvias fuertes o moderadas,Medellín
2024-07-25,27,10,1.1,5,Lluvia moderada a intervalos,Medellín
2023-07-25,24,10,24.1,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-07-25,18,10,13.7,3,Ligeras precipitaciones,Medellín
2021-07-25,22,10,14.5,4,Lluvias fuertes o moderadas,Medellín
2020-07-25,20,11,36.1,4,Lluvias fuertes o moderadas,Medellín
2019-07-25,24,9,15.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-07-26,26,10,8.6,4,Niebla moderada,Medellín
2023-07-26,24,15,74.9,3,Lluvias fuertes o moderadas,Medellín
2022-07-26,22,11,9.8,2,Ligeras precipitaciones,Medellín
2021-07-26,21,14,37.2,2,Lluvias fuertes o moderadas,Medellín
2020-07-26,22,11,22.8,4,Lluvias fuertes o moderadas,Medellín
2019-07-26,23,12,13.1,7,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-07-27,24,9,5.8,5,Niebla moderada,Medellín
2023-07-27,24,11,64.7,5,Lluvias fuertes o moderadas,Medellín
2022-07-27,18,13,7.2,3,Ligeras precipitaciones,Medellín
2021-07-27,16,10,52.6,3,Fuertes lluvias,Medellín
2020-07-27,26,11,8.7,4,Llovizna a intervalos,Medellín
2019-07-27,25,12,7.8,8,Llovizna a intervalos,Medellín
2024-07-28,26,9,3.9,7,Niebla moderada,Medellín
2023-07-28,23,10,11.4,5,Ligeras precipitaciones,Medellín
2022-07-28,21,10,7.5,2,Ligeras precipitaciones,Medellín
2021-07-28,21,11,23.0,4,Lluvias fuertes o moderadas,Medellín
2020-07-28,24,11,28.4,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-07-28,24,12,12.2,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-07-29,27,10,0.9,7,Lluvia moderada a intervalos,Medellín
2023-07-29,27,10,24.0,6,Periodos de lluvia moderada,Medellín
2022-07-29,21,9,2.8,6,Niebla moderada,Medellín
2021-07-29,23,10,23.6,5,Lluvias fuertes o moderadas,Medellín
2020-07-29,26,13,12.7,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-07-29,27,10,10.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-07-30,25,10,4.3,6,Lluvia moderada a intervalos,Medellín
2023-07-30,29,10,3.9,5,Lluvia moderada a intervalos,Medellín
2022-07-30,24,11,6.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-07-30,25,9,4.5,5,Niebla moderada,Medellín
2020-07-30,25,11,22.0,4,Lluvias fuertes o moderadas,Medellín
2019-07-30,27,14,7.2,8,Ligeras precipitaciones,Medellín
2024-07-31,27,10,0.7,7,Lluvia moderada a intervalos,Medellín
2023-07-31,28,9,9.3,6,Ligeras precipitaciones,Medellín
2022-07-31,21,10,4.7,4,Ligeras precipitaciones,Medellín
2021-07-31,26,13,3.1,5,Niebla moderada,Medellín
2020-07-31,27,12,9.0,5,Llovizna a intervalos,Medellín
2019-07-31,27,15,3.8,7,Ligeras precipitaciones,Medellín
2024-05-01,20,13,16.0,4,Ligeras precipitaciones,Medellín
2023-05-01,24,11,13.5,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-05-01,21,10,3.9,4,Ligeras precipitaciones,Medellín
2021-05-01,23,10,15.3,4,Llovizna,Medellín
2020-05-01,22,12,37.3,4,Lluvias fuertes o moderadas,Medellín
2019-05-01,26,11,0.0,7,Parcialmente nublado,Medellín
2024-05-02,22,12,36.9,3,Ligeras precipitaciones,Medellín
2023-05-02,30,10,1.5,6,Niebla moderada,Medellín
2022-05-02,22,13,4.1,5,Ligeras precipitaciones,Medellín
2021-05-02,21,13,47.8,2,Lluvias fuertes o moderadas,Medellín
2020-05-02,22,12,30.3,4,Lluvias fuertes o moderadas,Medellín
2019-05-02,26,11,0.6,7,Parcialmente nublado,Medellín
2024-05-03,22,11,18.4,2,Ligeras precipitaciones,Medellín
2023-05-03,31,10,0.2,6,Parcialmente nublado,Medellín
2022-05-03,24,14,3.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-05-03,18,14,34.8,2,Lluvia moderada,Medellín
2020-05-03,24,12,28.6,4,Lluvias fuertes o moderadas,Medellín
2019-05-03,25,11,6.1,5,Ligeras precipitaciones,Medellín
2024-05-04,20,11,14.6,4,Ligeras precipitaciones,Medellín
2023-05-04,31,9,0.2,7,Parcialmente nublado,Medellín
2022-05-04,30,14,1.4,5,Lluvia moderada a intervalos,Medellín
2021-05-04,21,11,13.9,2,Lluvias fuertes o moderadas,Medellín
2020-05-04,24,11,23.4,2,Lluvias fuertes o moderadas,Medellín
2019-05-04,20,12,25.4,6,Lluvias fuertes o moderadas,Medellín
2024-05-05,23,11,10.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-05-05,31,10,0.1,6,Neblina,Medellín
2022-05-05,22,10,2.7,4,Llovizna a intervalos,Medellín
2021-05-05,22,8,25.0,4,Lluvias fuertes o moderadas,Medellín
2020-05-05,21,12,42.5,3,Lluvias fuertes o moderadas,Medellín
2019-05-05,21,12,10.1,6,Lluvias ligeras a intervalos,Medellín
2024-05-06,25,11,12.9,6,Ligeras precipitaciones,Medellín
2023-05-06,27,10,23.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-05-06,24,9,3.6,4,Ligeras precipitaciones,Medellín
2021-05-06,22,11,39.4,3,Lluvias fuertes o moderadas,Medellín
2020-05-06,26,12,14.9,4,Lluvias fuertes o moderadas,Medellín
2019-05-06,26,12,10.5,7,Lluvias fuertes o moderadas,Medellín
2024-05-07,25,12,22.5,4,Ligeras precipitaciones,Medellín
2023-05-07,23,10,17.4,4,Ligeras precipitaciones,Medellín
2022-05-07,20,11,8.0,1,Ligeras precipitaciones,Medellín
2021-05-07,19,10,17.7,3,Lluvias fuertes o moderadas,Medellín
2020-05-07,23,12,24.6,4,Lluvias torrenciales,Medellín
2019-05-07,24,11,9.8,5,Ligeras precipitaciones,Medellín
2024-05-08,23,11,16.7,2,Ligeras precipitaciones,Medellín
2023-05-08,32,10,15.1,5,Niebla moderada,Medellín
2022-05-08,21,11,7.8,4,Ligeras precipitaciones,Medellín
2021-05-08,19,10,55.4,3,Ligeras precipitaciones,Medellín
2020-05-08,27,13,4.2,7,Lluvia moderada a intervalos,Medellín
2019-05-08,17,13,27.3,3,Periodos de fuertes lluvias,Medellín
2024-05-09,22,11,24.2,2,Ligeras precipitaciones,Medellín
2023-05-09,26,11,22.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-05-09,27,10,6.6,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-05-09,23,11,10.4,5,Ligeras precipitaciones,Medellín
2020-05-09,27,13,4.0,6,Lluvia moderada a intervalos,Medellín
2019-05-09,19,12,17.6,3,Lluvias fuertes o moderadas,Medellín
2024-05-10,18,10,20.7,4,Lluvia moderada,Medellín
2023-05-10,21,10,38.1,4,Lluvias fuertes o moderadas,Medellín
2022-05-10,22,10,11.1,3,Ligeras precipitaciones,Medellín
2021-05-10,23,13,12.6,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-05-10,27,16,9.8,4,Lluvias fuertes o moderadas,Medellín
2019-05-10,19,12,20.3,4,Lluvia moderada,Medellín
2024-06-01,28,11,0.8,5,Lluvia moderada a intervalos,Medellín
2023-06-01,26,12,11.3,5,Ligeras precipitaciones,Medellín
2022-06-01,20,9,3.4,2,Ligeras precipitaciones,Medellín
2021-06-01,20,11,68.3,3,Fuertes lluvias,Medellín
2020-06-01,20,11,60.8,2,Fuertes lluvias,Medellín
2019-06-01,15,12,62.7,3,Fuertes lluvias,Medellín
2024-06-02,27,11,7.4,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-06-02,23,13,26.6,3,Lluvias fuertes o moderadas,Medellín
2022-06-02,22,10,5.7,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-06-02,22,14,32.0,3,Fuertes lluvias,Medellín
2020-06-02,24,11,19.6,2,Lluvias fuertes o moderadas,Medellín
2019-06-02,21,11,16.0,4,Lluvias fuertes o moderadas,Medellín
2024-06-03,23,11,13.8,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-06-03,22,11,21.1,3,Ligeras precipitaciones,Medellín
2022-06-03,22,9,4.4,2,Ligeras precipitaciones,Medellín
2021-06-03,22,13,31.7,4,Lluvias fuertes o moderadas,Medellín
2020-06-03,20,11,19.0,2,Lluvias fuertes o moderadas,Medellín
2019-06-03,23,12,18.0,5,Lluvias fuertes o moderadas,Medellín
2024-06-04,22,10,20.5,3,Lluvias fuertes o moderadas,Medellín
2023-06-04,28,11,7.6,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-06-04,20,10,10.6,4,Ligeras precipitaciones,Medellín
2021-06-04,19,9,26.5,4,Fuertes lluvias,Medellín
2020-06-04,19,13,31.7,4,Fuertes lluvias,Medellín
